anio,id_region,region,renta_media_hogar,renta_media_hogar_unidad,pbi_per_capita,pbi_per_capita_unidad,densidad_pobl,densidad_pobl_unidad,pobl_total,pobl_total_unidad,tasa_homicidios,tasa_homicidios_unidad,tasa_pobreza,tasa_pobreza_unidad,hdi,hdi_unidad
2008-01-01,ITC1,Piemonte,22700,EUR_HAB,29400,EUR_HAB,174.7,PER_KM2,NA,NA,0.6,P_HTHAB,12.1,PC,0.888,Indice
2009-01-01,ITC1,Piemonte,21100,EUR_HAB,27300,EUR_HAB,175.3,PER_KM2,NA,NA,0.57,P_HTHAB,10.6,PC,0.886,Indice
2010-01-01,ITC1,Piemonte,21100,EUR_HAB,28300,EUR_HAB,175.5,PER_KM2,NA,NA,0.94,P_HTHAB,13.2,PC,0.89,Indice
2011-01-01,ITC1,Piemonte,21500,EUR_HAB,28900,EUR_HAB,175.4,PER_KM2,NA,NA,0.78,P_HTHAB,13.2,PC,0.893,Indice
2012-01-01,ITC1,Piemonte,20900,EUR_HAB,27900,EUR_HAB,175.6,PER_KM2,NA,NA,0.73,P_HTHAB,12.9,PC,0.89,Indice
2013-01-01,ITC1,Piemonte,20800,EUR_HAB,28200,EUR_HAB,173.5,PER_KM2,NA,NA,0.62,P_HTHAB,11.1,PC,0.89,Indice
2014-01-01,ITC1,Piemonte,20900,EUR_HAB,28200,EUR_HAB,178.2,PER_KM2,4420924,NR,0.61,P_HTHAB,13.8,PC,0.894,Indice
2015-01-01,ITC1,Piemonte,21300,EUR_HAB,28900,EUR_HAB,177.6,PER_KM2,4403562,NR,0.47,P_HTHAB,11.9,PC,0.893,Indice
2016-01-01,ITC1,Piemonte,21500,EUR_HAB,29700,EUR_HAB,176.9,PER_KM2,4384226,NR,0.59,P_HTHAB,14.2,PC,0.899,Indice
2017-01-01,ITC1,Piemonte,22100,EUR_HAB,30800,EUR_HAB,174.3,PER_KM2,4370348,NR,0.48,P_HTHAB,14,PC,0.904,Indice
2018-01-01,ITC1,Piemonte,22700,EUR_HAB,31600,EUR_HAB,173.6,PER_KM2,4349911,NR,0.46,P_HTHAB,14.2,PC,0.908,Indice
2019-01-01,ITC1,Piemonte,22900,EUR_HAB,31900,EUR_HAB,172.3,PER_KM2,4328565,NR,0.55,P_HTHAB,13.4,PC,0.912,Indice
2020-01-01,ITC1,Piemonte,21300,EUR_HAB,29500,EUR_HAB,171.8,PER_KM2,4311217,NR,0.65,P_HTHAB,13.5,PC,0.903,Indice
2021-01-01,ITC1,Piemonte,23000,EUR_HAB,32200,EUR_HAB,170.7,PER_KM2,4274945,NR,0.54,P_HTHAB,13.7,PC,0.916,Indice
2022-01-01,ITC1,Piemonte,24500,EUR_HAB,34500,EUR_HAB,169.1,PER_KM2,4256350,NR,0.42,P_HTHAB,13.3,PC,0.911,Indice
2023-01-01,ITC1,Piemonte,26100,EUR_HAB,36700,EUR_HAB,169,PER_KM2,4251351,NR,NA,P_HTHAB,11.9,PC,0.92,Indice
2008-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,23000,EUR_HAB,37500,EUR_HAB,38.9,PER_KM2,NA,NA,0,P_HTHAB,9,PC,NA,NA
2009-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,22100,EUR_HAB,35700,EUR_HAB,39.1,PER_KM2,NA,NA,0.79,P_HTHAB,9.3,PC,NA,NA
2010-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,22200,EUR_HAB,37300,EUR_HAB,39.1,PER_KM2,NA,NA,0,P_HTHAB,9.2,PC,NA,NA
2011-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,22400,EUR_HAB,38000,EUR_HAB,39.1,PER_KM2,NA,NA,1.58,P_HTHAB,8.5,PC,NA,NA
2012-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,22000,EUR_HAB,38200,EUR_HAB,39.3,PER_KM2,NA,NA,0.79,P_HTHAB,9.7,PC,NA,NA
2013-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,21200,EUR_HAB,36500,EUR_HAB,39.3,PER_KM2,NA,NA,0,P_HTHAB,9.5,PC,NA,NA
2014-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,21100,EUR_HAB,36300,EUR_HAB,39.7,PER_KM2,128245,NR,0,P_HTHAB,8.4,PC,NA,NA
2015-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,21200,EUR_HAB,36500,EUR_HAB,39.5,PER_KM2,127972,NR,0.78,P_HTHAB,7,PC,NA,NA
2016-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,21100,EUR_HAB,36300,EUR_HAB,39.2,PER_KM2,127030,NR,0,P_HTHAB,14.6,PC,NA,NA
2017-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,21400,EUR_HAB,37800,EUR_HAB,39,PER_KM2,126677,NR,0,P_HTHAB,13.8,PC,NA,NA
2018-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,21800,EUR_HAB,38300,EUR_HAB,38.8,PER_KM2,126213,NR,0,P_HTHAB,12,PC,NA,NA
2019-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,21900,EUR_HAB,38800,EUR_HAB,38.6,PER_KM2,125653,NR,0,P_HTHAB,6.1,PC,NA,NA
2020-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,19800,EUR_HAB,35800,EUR_HAB,38.6,PER_KM2,125034,NR,0,P_HTHAB,4.9,PC,NA,NA
2021-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,21400,EUR_HAB,38700,EUR_HAB,38.4,PER_KM2,124089,NR,1.61,P_HTHAB,8,PC,NA,NA
2022-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,23200,EUR_HAB,44000,EUR_HAB,38,PER_KM2,123360,NR,0,P_HTHAB,5.6,PC,NA,NA
2023-01-01,ITC2,Valle d'Aosta/Vallée d'Aoste,25000,EUR_HAB,46300,EUR_HAB,37.9,PER_KM2,123130,NR,NA,P_HTHAB,10.8,PC,NA,NA
2008-01-01,ITC3,Liguria,21700,EUR_HAB,30700,EUR_HAB,295.6,PER_KM2,NA,NA,1.46,P_HTHAB,14.4,PC,0.896,Indice
2009-01-01,ITC3,Liguria,20600,EUR_HAB,29100,EUR_HAB,295.8,PER_KM2,NA,NA,1.01,P_HTHAB,10.4,PC,0.895,Indice
2010-01-01,ITC3,Liguria,20100,EUR_HAB,29000,EUR_HAB,295.6,PER_KM2,NA,NA,1.33,P_HTHAB,11.1,PC,0.896,Indice
2011-01-01,ITC3,Liguria,20600,EUR_HAB,29600,EUR_HAB,294.7,PER_KM2,NA,NA,1.14,P_HTHAB,12,PC,0.897,Indice
2012-01-01,ITC3,Liguria,20100,EUR_HAB,29100,EUR_HAB,293.9,PER_KM2,NA,NA,0.51,P_HTHAB,14.3,PC,0.896,Indice
2013-01-01,ITC3,Liguria,20000,EUR_HAB,28900,EUR_HAB,291.5,PER_KM2,NA,NA,0.51,P_HTHAB,15.6,PC,0.894,Indice
2014-01-01,ITC3,Liguria,20100,EUR_HAB,29600,EUR_HAB,297.9,PER_KM2,1580322,NR,0.63,P_HTHAB,16.6,PC,0.898,Indice
2015-01-01,ITC3,Liguria,20400,EUR_HAB,30200,EUR_HAB,295.9,PER_KM2,1569427,NR,0.63,P_HTHAB,15.9,PC,0.896,Indice
2016-01-01,ITC3,Liguria,20700,EUR_HAB,30900,EUR_HAB,294.2,PER_KM2,1557742,NR,0.45,P_HTHAB,14.8,PC,0.901,Indice
2017-01-01,ITC3,Liguria,21300,EUR_HAB,31800,EUR_HAB,288.7,PER_KM2,1551379,NR,0.51,P_HTHAB,13.7,PC,0.903,Indice
2018-01-01,ITC3,Liguria,21500,EUR_HAB,32100,EUR_HAB,287.3,PER_KM2,1541541,NR,0.45,P_HTHAB,14,PC,0.907,Indice
2019-01-01,ITC3,Liguria,21800,EUR_HAB,32800,EUR_HAB,284.3,PER_KM2,1532980,NR,0.46,P_HTHAB,13.4,PC,0.912,Indice
2020-01-01,ITC3,Liguria,20200,EUR_HAB,29700,EUR_HAB,282.7,PER_KM2,1524826,NR,0.59,P_HTHAB,16.3,PC,0.902,Indice
2021-01-01,ITC3,Liguria,21700,EUR_HAB,32700,EUR_HAB,281.4,PER_KM2,1518495,NR,0.33,P_HTHAB,17.8,PC,0.914,Indice
2022-01-01,ITC3,Liguria,23500,EUR_HAB,35400,EUR_HAB,278.9,PER_KM2,1509227,NR,0.73,P_HTHAB,19.1,PC,0.911,Indice
2023-01-01,ITC3,Liguria,25100,EUR_HAB,38000,EUR_HAB,278.9,PER_KM2,1507636,NR,NA,P_HTHAB,12.5,PC,0.921,Indice
2008-01-01,ITC4,Lombardia,26100,EUR_HAB,36600,EUR_HAB,417,PER_KM2,NA,NA,0.84,P_HTHAB,10.3,PC,0.903,Indice
2009-01-01,ITC4,Lombardia,24700,EUR_HAB,34700,EUR_HAB,419.9,PER_KM2,NA,NA,0.89,P_HTHAB,10.3,PC,0.902,Indice
2010-01-01,ITC4,Lombardia,24600,EUR_HAB,36000,EUR_HAB,422.5,PER_KM2,NA,NA,0.65,P_HTHAB,10.7,PC,0.905,Indice
2011-01-01,ITC4,Lombardia,25100,EUR_HAB,36600,EUR_HAB,424.7,PER_KM2,NA,NA,0.63,P_HTHAB,9.5,PC,0.909,Indice
2012-01-01,ITC4,Lombardia,24400,EUR_HAB,35700,EUR_HAB,427.5,PER_KM2,NA,NA,0.65,P_HTHAB,9.1,PC,0.906,Indice
2013-01-01,ITC4,Lombardia,24200,EUR_HAB,35200,EUR_HAB,414.2,PER_KM2,NA,NA,0.61,P_HTHAB,8.4,PC,0.906,Indice
2014-01-01,ITC4,Lombardia,24300,EUR_HAB,35700,EUR_HAB,438.1,PER_KM2,9929769,NR,0.67,P_HTHAB,9,PC,0.909,Indice
2015-01-01,ITC4,Lombardia,24800,EUR_HAB,36400,EUR_HAB,438.8,PER_KM2,9954769,NR,0.65,P_HTHAB,11.1,PC,0.909,Indice
2016-01-01,ITC4,Lombardia,25000,EUR_HAB,37400,EUR_HAB,439.2,PER_KM2,9958447,NR,0.37,P_HTHAB,13.3,PC,0.914,Indice
2017-01-01,ITC4,Lombardia,25800,EUR_HAB,38400,EUR_HAB,435.1,PER_KM2,9970419,NR,0.56,P_HTHAB,13.6,PC,0.918,Indice
2018-01-01,ITC4,Lombardia,26100,EUR_HAB,39400,EUR_HAB,436,PER_KM2,9986962,NR,0.44,P_HTHAB,11.1,PC,0.923,Indice
2019-01-01,ITC4,Lombardia,26400,EUR_HAB,39700,EUR_HAB,435.8,PER_KM2,10010833,NR,0.43,P_HTHAB,11.9,PC,0.926,Indice
2020-01-01,ITC4,Lombardia,24900,EUR_HAB,37300,EUR_HAB,434.7,PER_KM2,10027602,NR,0.43,P_HTHAB,11.4,PC,0.913,Indice
2021-01-01,ITC4,Lombardia,27200,EUR_HAB,42500,EUR_HAB,434.1,PER_KM2,9981554,NR,0.36,P_HTHAB,12.3,PC,0.93,Indice
2022-01-01,ITC4,Lombardia,29100,EUR_HAB,45900,EUR_HAB,432.1,PER_KM2,9943004,NR,0.47,P_HTHAB,12.4,PC,0.926,Indice
2023-01-01,ITC4,Lombardia,30900,EUR_HAB,49000,EUR_HAB,433.6,PER_KM2,9976509,NR,NA,P_HTHAB,10.6,PC,0.936,Indice
2008-01-01,ITF1,Abruzzo,16800,EUR_HAB,23600,EUR_HAB,122.4,PER_KM2,NA,NA,0.23,P_HTHAB,20,PC,0.889,Indice
2009-01-01,ITF1,Abruzzo,15900,EUR_HAB,22600,EUR_HAB,122.9,PER_KM2,NA,NA,0.54,P_HTHAB,21.9,PC,0.884,Indice
2010-01-01,ITF1,Abruzzo,15700,EUR_HAB,23200,EUR_HAB,122.9,PER_KM2,NA,NA,0.61,P_HTHAB,20.8,PC,0.889,Indice
2011-01-01,ITF1,Abruzzo,16300,EUR_HAB,24200,EUR_HAB,122.9,PER_KM2,NA,NA,1.22,P_HTHAB,25.8,PC,0.895,Indice
2012-01-01,ITF1,Abruzzo,15800,EUR_HAB,24200,EUR_HAB,123.1,PER_KM2,NA,NA,0.84,P_HTHAB,20.4,PC,0.894,Indice
2013-01-01,ITF1,Abruzzo,15500,EUR_HAB,23800,EUR_HAB,122.2,PER_KM2,NA,NA,0.84,P_HTHAB,18.7,PC,0.893,Indice
2014-01-01,ITF1,Abruzzo,15300,EUR_HAB,23800,EUR_HAB,125.3,PER_KM2,1329918,NR,0.3,P_HTHAB,22,PC,0.892,Indice
2015-01-01,ITF1,Abruzzo,15500,EUR_HAB,24100,EUR_HAB,125,PER_KM2,1325836,NR,0.45,P_HTHAB,21.7,PC,0.892,Indice
2016-01-01,ITF1,Abruzzo,15600,EUR_HAB,24300,EUR_HAB,124.5,PER_KM2,1319294,NR,0.45,P_HTHAB,20.5,PC,0.895,Indice
2017-01-01,ITF1,Abruzzo,16100,EUR_HAB,25000,EUR_HAB,122,PER_KM2,1313930,NR,0.76,P_HTHAB,19.8,PC,0.895,Indice
2018-01-01,ITF1,Abruzzo,16400,EUR_HAB,25300,EUR_HAB,121.5,PER_KM2,1306059,NR,0.46,P_HTHAB,18.7,PC,0.899,Indice
2019-01-01,ITF1,Abruzzo,16500,EUR_HAB,25600,EUR_HAB,120.5,PER_KM2,1300645,NR,0.54,P_HTHAB,19.5,PC,0.903,Indice
2020-01-01,ITF1,Abruzzo,15300,EUR_HAB,23700,EUR_HAB,120,PER_KM2,1293941,NR,0.23,P_HTHAB,23.2,PC,0.899,Indice
2021-01-01,ITF1,Abruzzo,17100,EUR_HAB,26300,EUR_HAB,119.1,PER_KM2,1281012,NR,0.31,P_HTHAB,27.7,PC,0.905,Indice
2022-01-01,ITF1,Abruzzo,18300,EUR_HAB,28600,EUR_HAB,117.9,PER_KM2,1275950,NR,0.63,P_HTHAB,29.6,PC,0.9,Indice
2023-01-01,ITF1,Abruzzo,19600,EUR_HAB,31000,EUR_HAB,117.6,PER_KM2,1272627,NR,NA,P_HTHAB,24.9,PC,0.909,Indice
2008-01-01,ITF2,Molise,15400,EUR_HAB,21700,EUR_HAB,72.6,PER_KM2,NA,NA,0.63,P_HTHAB,26.3,PC,0.868,Indice
2009-01-01,ITF2,Molise,14600,EUR_HAB,21200,EUR_HAB,72.3,PER_KM2,NA,NA,0.63,P_HTHAB,29,PC,0.87,Indice
2010-01-01,ITF2,Molise,14300,EUR_HAB,21200,EUR_HAB,72,PER_KM2,NA,NA,0.95,P_HTHAB,25,PC,0.869,Indice
2011-01-01,ITF2,Molise,14600,EUR_HAB,21300,EUR_HAB,71.7,PER_KM2,NA,NA,0.64,P_HTHAB,23.7,PC,0.871,Indice
2012-01-01,ITF2,Molise,14100,EUR_HAB,20700,EUR_HAB,71.6,PER_KM2,NA,NA,0.32,P_HTHAB,26.8,PC,0.871,Indice
2013-01-01,ITF2,Molise,13600,EUR_HAB,19400,EUR_HAB,70.4,PER_KM2,NA,NA,0.32,P_HTHAB,30.8,PC,0.866,Indice
2014-01-01,ITF2,Molise,13400,EUR_HAB,19300,EUR_HAB,71.8,PER_KM2,312897,NR,0.64,P_HTHAB,32.1,PC,0.867,Indice
2015-01-01,ITF2,Molise,13700,EUR_HAB,19700,EUR_HAB,71.5,PER_KM2,311398,NR,0.32,P_HTHAB,27.1,PC,0.869,Indice
2016-01-01,ITF2,Molise,13900,EUR_HAB,20000,EUR_HAB,71.2,PER_KM2,310026,NR,0.32,P_HTHAB,30.6,PC,0.873,Indice
2017-01-01,ITF2,Molise,14100,EUR_HAB,20600,EUR_HAB,69.6,PER_KM2,308400,NR,0,P_HTHAB,31,PC,0.875,Indice
2018-01-01,ITF2,Molise,14500,EUR_HAB,21100,EUR_HAB,69.1,PER_KM2,306564,NR,0,P_HTHAB,23.5,PC,0.881,Indice
2019-01-01,ITF2,Molise,14500,EUR_HAB,21800,EUR_HAB,68.2,PER_KM2,303790,NR,0,P_HTHAB,26.5,PC,0.886,Indice
2020-01-01,ITF2,Molise,13800,EUR_HAB,20600,EUR_HAB,68,PER_KM2,300516,NR,0,P_HTHAB,35.7,PC,0.879,Indice
2021-01-01,ITF2,Molise,15600,EUR_HAB,23400,EUR_HAB,66.9,PER_KM2,294294,NR,0.34,P_HTHAB,29.3,PC,0.883,Indice
2022-01-01,ITF2,Molise,16700,EUR_HAB,25000,EUR_HAB,65.6,PER_KM2,292150,NR,0.34,P_HTHAB,30.5,PC,0.884,Indice
2023-01-01,ITF2,Molise,17800,EUR_HAB,26700,EUR_HAB,65.2,PER_KM2,290636,NR,NA,P_HTHAB,20.6,PC,0.894,Indice
2008-01-01,ITF3,Campania,13700,EUR_HAB,18500,EUR_HAB,429.4,PER_KM2,NA,NA,1.93,P_HTHAB,38.6,PC,0.848,Indice
2009-01-01,ITF3,Campania,13100,EUR_HAB,17900,EUR_HAB,429.7,PER_KM2,NA,NA,1.81,P_HTHAB,35.6,PC,0.848,Indice
2010-01-01,ITF3,Campania,12900,EUR_HAB,17700,EUR_HAB,430.3,PER_KM2,NA,NA,1.08,P_HTHAB,36.2,PC,0.848,Indice
2011-01-01,ITF3,Campania,13000,EUR_HAB,17700,EUR_HAB,430.5,PER_KM2,NA,NA,1.06,P_HTHAB,36.8,PC,0.849,Indice
2012-01-01,ITF3,Campania,12500,EUR_HAB,17600,EUR_HAB,430.6,PER_KM2,NA,NA,1.54,P_HTHAB,36.7,PC,0.849,Indice
2013-01-01,ITF3,Campania,12400,EUR_HAB,17300,EUR_HAB,425.7,PER_KM2,NA,NA,1.33,P_HTHAB,37.6,PC,0.848,Indice
2014-01-01,ITF3,Campania,12400,EUR_HAB,17400,EUR_HAB,438,PER_KM2,5812768,NR,1.14,P_HTHAB,38.1,PC,0.851,Indice
2015-01-01,ITF3,Campania,12700,EUR_HAB,17900,EUR_HAB,437.3,PER_KM2,5804370,NR,1.83,P_HTHAB,35.5,PC,0.85,Indice
2016-01-01,ITF3,Campania,12800,EUR_HAB,18200,EUR_HAB,436.5,PER_KM2,5790783,NR,1.4,P_HTHAB,36.9,PC,0.857,Indice
2017-01-01,ITF3,Campania,12900,EUR_HAB,18700,EUR_HAB,427.8,PER_KM2,5776654,NR,0.91,P_HTHAB,34.3,PC,0.858,Indice
2018-01-01,ITF3,Campania,13200,EUR_HAB,19000,EUR_HAB,426.4,PER_KM2,5762889,NR,0.74,P_HTHAB,41.4,PC,0.864,Indice
2019-01-01,ITF3,Campania,13300,EUR_HAB,19400,EUR_HAB,422.2,PER_KM2,5740291,NR,0.61,P_HTHAB,41.2,PC,0.868,Indice
2020-01-01,ITF3,Campania,12300,EUR_HAB,18100,EUR_HAB,420,PER_KM2,5712143,NR,0.65,P_HTHAB,39.7,PC,0.863,Indice
2021-01-01,ITF3,Campania,13400,EUR_HAB,19900,EUR_HAB,415.7,PER_KM2,5624260,NR,0.84,P_HTHAB,37.6,PC,0.868,Indice
2022-01-01,ITF3,Campania,14500,EUR_HAB,21800,EUR_HAB,412,PER_KM2,5624420,NR,0.89,P_HTHAB,37.1,PC,0.867,Indice
2023-01-01,ITF3,Campania,15400,EUR_HAB,23300,EUR_HAB,410.8,PER_KM2,5609536,NR,NA,P_HTHAB,36.1,PC,0.876,Indice
2008-01-01,ITF4,Puglia,13400,EUR_HAB,17300,EUR_HAB,210.6,PER_KM2,NA,NA,1.11,P_HTHAB,27.7,PC,0.85,Indice
2009-01-01,ITF4,Puglia,12800,EUR_HAB,16900,EUR_HAB,210.8,PER_KM2,NA,NA,1.11,P_HTHAB,27,PC,0.847,Indice
2010-01-01,ITF4,Puglia,12700,EUR_HAB,17100,EUR_HAB,211.1,PER_KM2,NA,NA,1.46,P_HTHAB,27.4,PC,0.851,Indice
2011-01-01,ITF4,Puglia,13100,EUR_HAB,17500,EUR_HAB,211.1,PER_KM2,NA,NA,1.23,P_HTHAB,30.3,PC,0.853,Indice
2012-01-01,ITF4,Puglia,12900,EUR_HAB,17600,EUR_HAB,211.1,PER_KM2,NA,NA,1.38,P_HTHAB,29.6,PC,0.853,Indice
2013-01-01,ITF4,Puglia,12700,EUR_HAB,17200,EUR_HAB,208.3,PER_KM2,NA,NA,1.11,P_HTHAB,29.6,PC,0.852,Indice
2014-01-01,ITF4,Puglia,12600,EUR_HAB,17400,EUR_HAB,213.1,PER_KM2,4077788,NR,0.95,P_HTHAB,25.8,PC,0.855,Indice
2015-01-01,ITF4,Puglia,12900,EUR_HAB,17800,EUR_HAB,212.8,PER_KM2,4063269,NR,0.76,P_HTHAB,30.3,PC,0.853,Indice
2016-01-01,ITF4,Puglia,13100,EUR_HAB,18300,EUR_HAB,212.1,PER_KM2,4043735,NR,0.93,P_HTHAB,27.4,PC,0.857,Indice
2017-01-01,ITF4,Puglia,13300,EUR_HAB,18600,EUR_HAB,210.2,PER_KM2,4024067,NR,1.18,P_HTHAB,26.2,PC,0.858,Indice
2018-01-01,ITF4,Puglia,13700,EUR_HAB,19100,EUR_HAB,209.3,PER_KM2,4000966,NR,0.79,P_HTHAB,26.8,PC,0.864,Indice
2019-01-01,ITF4,Puglia,13900,EUR_HAB,19500,EUR_HAB,206.8,PER_KM2,3975528,NR,0.68,P_HTHAB,30.4,PC,0.867,Indice
2020-01-01,ITF4,Puglia,12900,EUR_HAB,18400,EUR_HAB,205.4,PER_KM2,3953305,NR,0.56,P_HTHAB,25.9,PC,0.862,Indice
2021-01-01,ITF4,Puglia,14200,EUR_HAB,20200,EUR_HAB,204.3,PER_KM2,3933777,NR,0.64,P_HTHAB,25.4,PC,0.867,Indice
2022-01-01,ITF4,Puglia,15200,EUR_HAB,22000,EUR_HAB,202.9,PER_KM2,3922941,NR,0.69,P_HTHAB,28.8,PC,0.868,Indice
2023-01-01,ITF4,Puglia,16000,EUR_HAB,23500,EUR_HAB,202.1,PER_KM2,3907683,NR,NA,P_HTHAB,24.5,PC,0.878,Indice
2008-01-01,ITF5,Basilicata,14000,EUR_HAB,20500,EUR_HAB,60.1,PER_KM2,NA,NA,0.34,P_HTHAB,30.2,PC,0.858,Indice
2009-01-01,ITF5,Basilicata,13300,EUR_HAB,19400,EUR_HAB,59.9,PER_KM2,NA,NA,0.17,P_HTHAB,32.9,PC,0.856,Indice
2010-01-01,ITF5,Basilicata,13000,EUR_HAB,19200,EUR_HAB,59.7,PER_KM2,NA,NA,0.86,P_HTHAB,25.9,PC,0.857,Indice
2011-01-01,ITF5,Basilicata,13200,EUR_HAB,19900,EUR_HAB,59.5,PER_KM2,NA,NA,1.04,P_HTHAB,31.1,PC,0.859,Indice
2012-01-01,ITF5,Basilicata,12800,EUR_HAB,19900,EUR_HAB,59.4,PER_KM2,NA,NA,0.52,P_HTHAB,32,PC,0.859,Indice
2013-01-01,ITF5,Basilicata,12500,EUR_HAB,20500,EUR_HAB,57.3,PER_KM2,NA,NA,0.35,P_HTHAB,33.1,PC,0.86,Indice
2014-01-01,ITF5,Basilicata,12600,EUR_HAB,19800,EUR_HAB,59.4,PER_KM2,575814,NR,1.21,P_HTHAB,25.6,PC,0.861,Indice
2015-01-01,ITF5,Basilicata,13300,EUR_HAB,21600,EUR_HAB,59.2,PER_KM2,573236,NR,0.17,P_HTHAB,28.1,PC,0.862,Indice
2016-01-01,ITF5,Basilicata,13400,EUR_HAB,21700,EUR_HAB,58.9,PER_KM2,569887,NR,0.17,P_HTHAB,27.7,PC,0.867,Indice
2017-01-01,ITF5,Basilicata,13500,EUR_HAB,22000,EUR_HAB,56.8,PER_KM2,566405,NR,0.7,P_HTHAB,27.9,PC,0.867,Indice
2018-01-01,ITF5,Basilicata,14000,EUR_HAB,23300,EUR_HAB,56.4,PER_KM2,562968,NR,1.06,P_HTHAB,30.1,PC,0.872,Indice
2019-01-01,ITF5,Basilicata,14200,EUR_HAB,23200,EUR_HAB,55.7,PER_KM2,558587,NR,0.18,P_HTHAB,27.1,PC,0.874,Indice
2020-01-01,ITF5,Basilicata,13500,EUR_HAB,21200,EUR_HAB,55.5,PER_KM2,553254,NR,0.54,P_HTHAB,36.5,PC,0.872,Indice
2021-01-01,ITF5,Basilicata,14600,EUR_HAB,23900,EUR_HAB,54.8,PER_KM2,545130,NR,0.18,P_HTHAB,27.6,PC,0.881,Indice
2022-01-01,ITF5,Basilicata,15500,EUR_HAB,25800,EUR_HAB,53.8,PER_KM2,541168,NR,0.18,P_HTHAB,24.5,PC,0.879,Indice
2023-01-01,ITF5,Basilicata,16500,EUR_HAB,27500,EUR_HAB,53.4,PER_KM2,537577,NR,NA,P_HTHAB,24.5,PC,0.888,Indice
2008-01-01,ITF6,Calabria,12600,EUR_HAB,17100,EUR_HAB,133.7,PER_KM2,NA,NA,3.85,P_HTHAB,35.6,PC,0.85,Indice
2009-01-01,ITF6,Calabria,12200,EUR_HAB,16700,EUR_HAB,133.4,PER_KM2,NA,NA,3.25,P_HTHAB,35.3,PC,0.85,Indice
2010-01-01,ITF6,Calabria,11800,EUR_HAB,16700,EUR_HAB,133.2,PER_KM2,NA,NA,3.05,P_HTHAB,32.7,PC,0.852,Indice
2011-01-01,ITF6,Calabria,12000,EUR_HAB,16900,EUR_HAB,132.9,PER_KM2,NA,NA,3.01,P_HTHAB,33.6,PC,0.853,Indice
2012-01-01,ITF6,Calabria,11600,EUR_HAB,16600,EUR_HAB,132.7,PER_KM2,NA,NA,2.66,P_HTHAB,31.8,PC,0.851,Indice
2013-01-01,ITF6,Calabria,11400,EUR_HAB,16400,EUR_HAB,129.4,PER_KM2,NA,NA,2.45,P_HTHAB,33.6,PC,0.85,Indice
2014-01-01,ITF6,Calabria,11200,EUR_HAB,16300,EUR_HAB,134.1,PER_KM2,1958226,NR,1.62,P_HTHAB,32.4,PC,0.851,Indice
2015-01-01,ITF6,Calabria,11400,EUR_HAB,16500,EUR_HAB,133.8,PER_KM2,1951733,NR,1.87,P_HTHAB,33.8,PC,0.851,Indice
2016-01-01,ITF6,Calabria,11600,EUR_HAB,16800,EUR_HAB,133.4,PER_KM2,1943085,NR,1.07,P_HTHAB,34.6,PC,0.854,Indice
2017-01-01,ITF6,Calabria,11900,EUR_HAB,17300,EUR_HAB,129.2,PER_KM2,1935097,NR,1.07,P_HTHAB,36.4,PC,0.853,Indice
2018-01-01,ITF6,Calabria,12100,EUR_HAB,17300,EUR_HAB,128.6,PER_KM2,1924257,NR,1.74,P_HTHAB,32.7,PC,0.856,Indice
2019-01-01,ITF6,Calabria,12200,EUR_HAB,17600,EUR_HAB,126.5,PER_KM2,1912021,NR,1.57,P_HTHAB,30.9,PC,0.858,Indice
2020-01-01,ITF6,Calabria,11400,EUR_HAB,16600,EUR_HAB,125.4,PER_KM2,1894110,NR,0.74,P_HTHAB,36,PC,0.856,Indice
2021-01-01,ITF6,Calabria,12500,EUR_HAB,18400,EUR_HAB,123.7,PER_KM2,1860601,NR,0.54,P_HTHAB,33.2,PC,0.86,Indice
2022-01-01,ITF6,Calabria,13400,EUR_HAB,19700,EUR_HAB,121.9,PER_KM2,1855454,NR,0.86,P_HTHAB,34.5,PC,0.858,Indice
2023-01-01,ITF6,Calabria,14300,EUR_HAB,21100,EUR_HAB,121.4,PER_KM2,1846610,NR,NA,P_HTHAB,40.6,PC,0.867,Indice
2008-01-01,ITG1,Sicilia,13300,EUR_HAB,18000,EUR_HAB,196.2,PER_KM2,NA,NA,0.98,P_HTHAB,38.4,PC,0.847,Indice
2009-01-01,ITG1,Sicilia,12900,EUR_HAB,17500,EUR_HAB,196.5,PER_KM2,NA,NA,1.26,P_HTHAB,38.5,PC,0.846,Indice
2010-01-01,ITG1,Sicilia,12700,EUR_HAB,17500,EUR_HAB,196.8,PER_KM2,NA,NA,1.2,P_HTHAB,38.6,PC,0.849,Indice
